zpid,streetAddress,zipcode,city,state,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,daysOnZillow,zestimate,rentZestimate,timeOnZillow,taxAssessedValue,lotAreaValue,dateSold,CalendarYear built,Price per sqft,HasFlooring,HasHeating,HasCooling,GarageSpaces,HasLaundary,FirePlaces,HasPool,HasSecurity,Stories,Livability,Crime,Employment,Housing,Schools
333862482,400 El Camino Real #122,94002,Belmont,CA,37.5271,-122.2846,1275000,2,3,1400,CONDO,14,1314736,4364,24:00.0,1236680,1524,,2019,911,No,Yes,Yes,0,No,0,No,No,0,81,A-,A,C-,A+
15629701,400 Davey Glen Rd APT 4703,94002,Belmont,CA,37.525708,-122.286668,625000,1,1,725,CONDO,17,638341,2534,41:00.0,278268,958,00:00.0,1965,862,Yes,Yes,No,1,Yes,0,No,Yes,0,81,A-,A,C-,A+
82960925,630 Masonic Way,94002,Belmont,CA,37.522704,-122.275108,6188000,2,3,10048,MULTI_FAMILY,30,6188000,9094,02:00.0,4647656,10123,00:00.0,1964,616,No,Yes,No,0,No,0,No,No,0,81,A-,A,C-,A+
2082075141,600 El Camino Real #215,94002,Belmont,CA,37.523568,-122.280432,868000,1,1,769,CONDO,31,868000,2695,54:00.0,514005,286533.7061,,2019,1129,Yes,Yes,Yes,1,Yes,0,No,Yes,0,81,A-,A,C-,A+
15548855,2632 Prindle Rd,94002,Belmont,CA,37.51203,-122.302294,1649000,2,3,1057,SINGLE_FAMILY,36,1850600,4361,21:00.0,733834,6873,00:00.0,1958,1560,Yes,Yes,No,1,Yes,0,No,No,0,81,A-,A,C-,A+
15550065,901 Holly Rd,94002,Belmont,CA,37.519047,-122.279575,1990000,3,3,2185,SINGLE_FAMILY,50,2407900,5995,54:00.0,1371786,9374,00:00.0,1940,911,Yes,Yes,No,1,Yes,0,No,No,0,81,A-,A,C-,A+
116228773,801 Holly Rd,94002,Belmont,CA,37.520464,-122.280997,4299888,5,5,3840,SINGLE_FAMILY,56,4417693,9875,08:00.0,1726591,17201,00:00.0,1952,1120,Yes,Yes,Yes,1,No,0,No,No,0,81,A-,A,C-,A+
15629590,300 Davey Glen Rd APT 3706,94002,Belmont,CA,37.525708,-122.286668,900000,2,3,1404,CONDO,135,910000,4340,07:00.0,265220,1306,00:00.0,1965,641,Yes,Yes,No,0,Yes,0,No,Yes,0,81,A-,A,C-,A+
2077246710,2290 Ralston Ave,94002,Belmont,CA,37.511312,-122.299423,4700000,6,5,4500,SINGLE_FAMILY,322,4553125,10306,01:00.0,514005,24911,,2020,1044,No,Yes,Yes,1,No,0,No,No,0,81,A-,A,C-,A+
2077983768,600 El Camino Real UNIT 203,94002,Belmont,CA,37.52379,-122.280607,918000,1,1,828,CONDO,386,918000,2642,11:00.0,514005,286533.7061,,2020,1109,Yes,Yes,Yes,1,Yes,0,No,Yes,0,81,A-,A,C-,A+
124733535,1337 Henry St APT A,94709,Berkeley,CA,37.882389,-122.270418,495000,1,2,661,CONDO,0,624000,2636,03:50.0,207248,5224,,1963,749,Yes,Yes,No,1,Yes,0,No,Yes,1,64,F,B-,D,B-
24841415,1652 Chestnut St,94702,Berkeley,CA,37.87429,-122.288764,1050000,2,4,1591,SINGLE_FAMILY,0,1446700,3949,28:19.0,1173027,4210,00:00.0,1944,660,Yes,Yes,Yes,0,Yes,2,No,No,2,64,F,B-,D,B-
2104744445,1905 Parker St APT 2,94704,Berkeley,CA,37.861784,-122.271607,725000,2,2,900,CONDO,0,725000,2954,08:16.0,514005,8813,00:00.0,1930,806,Yes,Yes,Yes,1,Yes,0,No,Yes,2,64,F,B-,D,B-
24839120,1947 Virginia St,94709,Berkeley,CA,37.876433,-122.271472,1800000,4,4,3000,MULTI_FAMILY,0,1800000,2250,43:11.0,1475124,4150,00:00.0,1943,600,Yes,Yes,No,3,Yes,0,No,Yes,0,64,F,B-,D,B-
24846627,624 Colusa Ave,94707,Berkeley,CA,37.895713,-122.284735,1695000,3,4,2548,SINGLE_FAMILY,0,2247600,5543,03:14.0,955226,5000,00:00.0,1926,665,Yes,Yes,Yes,0,Yes,1,No,No,2,64,F,B-,D,B-
24828278,1634 Harmon St,94703,Berkeley,CA,37.849032,-122.274302,1395000,2,4,2141,SINGLE_FAMILY,0,1550900,5000,38:09.0,1340237,5314,00:00.0,1908,652,Yes,Yes,No,0,Yes,1,No,Yes,2,64,F,B-,D,B-
111397475,2706 Ashby Ave APT 2,94705,Berkeley,CA,37.856835,-122.252587,624000,1,1,697,CONDO,0,591600,2875,08:11.0,140936,3463,,1920,895,Yes,Yes,No,0,Yes,0,No,Yes,1,64,F,B-,D,B-
331752211,1822 Hearst Ave #B,94703,Berkeley,CA,37.872901,-122.274393,485000,1,1,721,CONDO,0,513000,2799,13:14.0,220204,286533.7061,,1912,673,Yes,Yes,Yes,0,Yes,0,No,Yes,1,64,F,B-,D,B-
24831753,2737 Claremont Blvd,94705,Berkeley,CA,37.861067,-122.246573,3695000,4,4,4078,SINGLE_FAMILY,0,3695000,4500,33:08.0,1302136,5850,00:00.0,1915,906,Yes,Yes,No,0,Yes,3,No,No,3,64,F,B-,D,B-
24837190,1905 Henry St,94704,Berkeley,CA,37.873551,-122.26955,899000,2,3,1435,MULTI_FAMILY,1,899000,4500,03:56.0,330809,1532,00:00.0,1903,626,Yes,Yes,No,0,No,0,No,Yes,0,64,F,B-,D,B-
24848347,902 Euclid Ave,94708,Berkeley,CA,37.894789,-122.264532,1350000,3,3,2151,SINGLE_FAMILY,1,1350000,5904,38:12.0,390429,5220,,1927,628,Yes,Yes,No,1,Yes,2,No,No,2,64,F,B-,D,B-
24829123,3134 Eton Ave,94705,Berkeley,CA,37.852501,-122.250639,1895000,4,4,2162,SINGLE_FAMILY,1,1895000,6290,48:11.0,113027,6520,,1916,877,Yes,Yes,No,1,Yes,1,No,Yes,3,64,F,B-,D,B-
111395532,2404 Edwards St,94702,Berkeley,CA,37.863612,-122.282533,1500000,2,4,1793,SINGLE_FAMILY,1,1500000,4269,53:36.0,255778,3000,,1910,837,Yes,Yes,No,1,Yes,0,No,Yes,2,64,F,B-,D,B-
24847755,360 Rugby Ave,94708,Berkeley,CA,37.903868,-122.274576,2619000,3,5,3125,SINGLE_FAMILY,1,2146100,5576,43:16.0,737545,24779,00:00.0,1942,838,Yes,Yes,Yes,2,Yes,2,No,No,2,64,F,B-,D,B-
299074408,1200 Curtis St,94706,Berkeley,CA,37.883,-122.289591,1195000,2,3,2040,SINGLE_FAMILY,1,1195000,5000,18:15.0,213409,5599,00:00.0,1927,586,Yes,Yes,Yes,0,Yes,0,No,Yes,2,64,F,B-,D,B-
331752213,1822 Hearst Ave #B,94703,Berkeley,CA,37.872901,-122.274393,485000,1,1,721,CONDO,1,513000,2413,00:00.0,223323,286533.7061,,1912,673,Yes,Yes,No,0,No,0,No,No,0,64,F,B-,D,B-
24850320,5 The Uplands,94705,Berkeley,CA,37.854586,-122.247701,2750000,5,4,3076,SINGLE_FAMILY,1,2750000,6712,38:16.0,1895989,8658,00:00.0,1911,894,Yes,Yes,Yes,2,Yes,2,No,No,3,64,F,B-,D,B-
24847057,585 Santa Rosa Ave,94707,Berkeley,CA,37.897677,-122.282067,1698000,4,4,2695,SINGLE_FAMILY,1,1698000,5378,37:00.0,137264,11099,,1924,630,Yes,Yes,No,0,Yes,0,No,No,0,64,F,B-,D,B-
24848815,948 Euclid Ave,94708,Berkeley,CA,37.893725,-122.26466,1849000,4,4,2776,SINGLE_FAMILY,1,2006300,4960,53:09.0,1221330,5336,00:00.0,1920,666,Yes,Yes,No,0,Yes,2,Yes,No,3,64,F,B-,D,B-
24836580,2230 Sacramento St,94702,Berkeley,CA,37.866167,-122.281886,899000,1,3,995,SINGLE_FAMILY,1,899000,4500,13:11.0,868473,3340,00:00.0,1913,904,Yes,Yes,No,0,Yes,1,No,No,1,64,F,B-,D,B-
2068494502,2519 Derby St,94705,Berkeley,CA,37.861836,-122.256503,1695000,3,4,2132,SINGLE_FAMILY,1,1695000,4500,43:11.0,514005,3700,,1910,795,Yes,Yes,No,1,Yes,2,No,No,2,64,F,B-,D,B-
24837538,1435 Berkeley Way,94702,Berkeley,CA,37.87129,-122.282822,995000,2,3,1178,SINGLE_FAMILY,1,995000,4500,08:12.0,985100,3605,,1906,845,Yes,Yes,No,1,Yes,1,No,Yes,1,64,F,B-,D,B-
24845905,1155 Colusa Ave,94707,Berkeley,CA,37.885132,-122.278181,1695000,3,4,2295,SINGLE_FAMILY,1,2105200,5191,58:12.0,1326278,4000,00:00.0,1919,739,Yes,Yes,No,1,Yes,0,No,No,2,64,F,B-,D,B-
24835048,1541 Channing Way,94703,Berkeley,CA,37.864447,-122.279631,1050000,1,2,1290,SINGLE_FAMILY,1,1563600,3800,53:06.0,1208845,3924,00:00.0,1925,814,Yes,Yes,No,1,Yes,1,No,No,1,64,F,B-,D,B-
24838118,1630 10th St,94710,Berkeley,CA,37.873911,-122.295265,1250000,3,3,2040,SINGLE_FAMILY,2,1250000,4500,48:09.0,79612,5200,,1924,613,Yes,Yes,No,2,Yes,3,No,Yes,2,64,F,B-,D,B-
24846655,1700 Portland Ave,94707,Berkeley,CA,37.89439,-122.284071,1250000,1,3,1323,SINGLE_FAMILY,2,1250000,4596,18:12.0,777977,5950,00:00.0,1925,945,Yes,Yes,No,1,Yes,0,No,Yes,1,64,F,B-,D,B-
24839421,2372 Hilgard Ave #1,94709,Berkeley,CA,37.878139,-122.263287,899000,2,3,1320,CONDO,2,949900,3078,48:06.0,946052,2261,00:00.0,1926,681,Yes,Yes,No,1,Yes,1,No,No,1,64,F,B-,D,B-
24839422,2374 Hilgard Ave #2,94709,Berkeley,CA,37.878139,-122.263287,799000,1,2,1205,CONDO,2,841100,3469,48:06.0,888238,2261,00:00.0,1926,663,Yes,Yes,No,0,Yes,1,No,No,1,64,F,B-,D,B-
24828604,1439 67th St,94702,Berkeley,CA,37.851165,-122.279172,1195000,3,4,2474,MULTI_FAMILY,2,1446100,4724,33:20.0,680546,5000,00:00.0,1941,483,Yes,Yes,Yes,4,Yes,0,No,Yes,0,64,F,B-,D,B-
24842588,1417 Northside Ave,94702,Berkeley,CA,37.878332,-122.289525,999888,2,2,850,SINGLE_FAMILY,2,999888,3097,48:00.0,880000,5401,00:00.0,1910,1176,No,Yes,Yes,0,No,0,No,No,0,64,F,B-,D,B-
24829474,2955 Piedmont Ave,94705,Berkeley,CA,37.856641,-122.25022,2700000,4,4,4805,SINGLE_FAMILY,2,2700000,5903,08:27.0,230777,7100,,1910,562,Yes,Yes,No,0,Yes,2,No,No,3,64,F,B-,D,B-
24840459,1419 Milvia St,94709,Berkeley,CA,37.88112,-122.271441,1995000,3,4,2822,MULTI_FAMILY,2,1995000,4500,53:16.0,1458177,7830,00:00.0,1906,707,Yes,Yes,No,3,Yes,0,No,No,0,64,F,B-,D,B-
24849611,541 Woodmont Ave,94708,Berkeley,CA,37.903262,-122.267132,1595000,3,4,2213,SINGLE_FAMILY,3,1595000,5965,23:24.0,610055,5460,00:00.0,1969,721,Yes,Yes,No,2,Yes,1,Yes,No,3,64,F,B-,D,B-
24834135,2630 College Ave,94704,Berkeley,CA,37.862582,-122.25403,1399000,2,2,1510,CONDO,3,1399000,4500,50:09.0,1030145,286533.7061,00:00.0,1908,926,Yes,Yes,No,0,Yes,1,No,No,1,64,F,B-,D,B-
24849195,1170 Grizzly Peak Blvd,94708,Berkeley,CA,37.890502,-122.253328,1575000,2,3,2050,SINGLE_FAMILY,4,1575000,5528,18:27.0,830221,6300,00:00.0,1942,768,Yes,Yes,No,2,Yes,1,No,No,2,64,F,B-,D,B-
24834511,107 Panoramic Way,94704,Berkeley,CA,37.869198,-122.24847,1595000,2,3,2046,SINGLE_FAMILY,4,1595000,4500,53:09.0,1515540,6372,,1927,780,Yes,Yes,No,2,Yes,1,No,No,3,64,F,B-,D,B-
68030027,3050 College Ave,94705,Berkeley,CA,37.854094,-122.252923,495000,1,1,621,CONDO,5,1753900,7211,33:15.0,579446,3818,00:00.0,1918,797,Yes,Yes,No,0,Yes,0,No,Yes,1,64,F,B-,D,B-
241574095,3033 Ellis St #A,94703,Berkeley,CA,37.852803,-122.272775,1079000,2,3,1245,CONDO,5,1061200,4114,58:16.0,809286,4187,00:00.0,1904,867,Yes,Yes,No,0,Yes,0,Yes,Yes,1,64,F,B-,D,B-
24835329,2437 Edwards St,94702,Berkeley,CA,37.862515,-122.281857,1249000,2,4,2200,SINGLE_FAMILY,6,1796700,5000,43:20.0,1148311,3500,00:00.0,1909,568,Yes,Yes,No,0,Yes,0,No,No,3,64,F,B-,D,B-
24831776,2967 Avalon Ave,94705,Berkeley,CA,37.860019,-122.245775,4595000,6,7,5421,SINGLE_FAMILY,6,4954900,12053,03:15.0,3940403,12000,00:00.0,1907,848,Yes,Yes,No,2,Yes,1,No,No,2,64,F,B-,D,B-
24845398,858 Santa Barbara Rd,94707,Berkeley,CA,37.893588,-122.269646,1299000,1,4,1708,SINGLE_FAMILY,7,1299000,5129,58:08.0,964970,5838,,1920,761,Yes,Yes,No,1,Yes,1,No,No,0,64,F,B-,D,B-
24829647,2410 Russell St,94705,Berkeley,CA,37.857494,-122.258944,1800000,3,3,2118,MULTI_FAMILY,7,1800000,2854,18:24.0,722402,4178,00:00.0,1908,850,Yes,Yes,No,3,Yes,0,No,Yes,0,64,F,B-,D,B-
2077306919,"Live/Work Plan, Bloom Berkeley",94702,Berkeley,CA,37.856005,-122.287659,799000,1,1,1115,CONDO,7,799000,2749,16:00.0,514005,286533.7061,,2021,717,No,Yes,No,1,No,0,No,No,0,64,F,B-,D,B-
24828068,1268 65th St,94702,Berkeley,CA,37.848488,-122.282169,799000,2,3,1510,MULTI_FAMILY,7,799000,2317,49:33.0,37826,5062,,1892,529,Yes,No,No,3,No,0,No,No,0,64,F,B-,D,B-
2077405894,1349 Delaware St,94702,Berkeley,CA,37.872823,-122.285953,1449000,4,5,2474,SINGLE_FAMILY,7,1449000,6187,33:23.0,514005,6000,,1925,586,Yes,Yes,No,0,Yes,1,No,Yes,1,64,F,B-,D,B-
24830982,2820 Mabel St,94702,Berkeley,CA,37.854479,-122.284919,898000,2,3,1288,SINGLE_FAMILY,7,898000,3661,23:10.0,56604,3000,,1916,697,Yes,Yes,No,0,Yes,0,Yes,Yes,1,64,F,B-,D,B-
24847960,51 Maryland Ave,94707,Berkeley,CA,37.903271,-122.27396,1650000,4,3,2767,SINGLE_FAMILY,7,1650000,4500,23:13.0,809453,6789,00:00.0,1939,596,Yes,Yes,No,0,Yes,1,No,No,0,64,F,B-,D,B-
24832252,1728 Ward St,94703,Berkeley,CA,37.858248,-122.274267,895000,1,2,1024,SINGLE_FAMILY,7,895000,3469,48:07.0,196034,5400,,1923,874,Yes,Yes,No,1,Yes,1,No,Yes,0,64,F,B-,D,B-
24845623,920 Oxford St,94707,Berkeley,CA,37.89116,-122.269063,1250000,3,3,2365,SINGLE_FAMILY,7,1250000,4500,43:05.0,375303,8640,,1925,529,Yes,Yes,No,1,Yes,1,No,Yes,2,64,F,B-,D,B-
24829513,2729 Elmwood Ave,94705,Berkeley,CA,37.856922,-122.251818,4795000,6,6,5342,SINGLE_FAMILY,8,5389900,10702,08:14.0,3334188,7000,00:00.0,1925,898,Yes,Yes,Yes,1,Yes,3,No,Yes,2,64,F,B-,D,B-
24829695,2641 Webster St APT 2,94705,Berkeley,CA,37.85624,-122.253353,615000,1,1,587,CONDO,8,615000,4500,43:16.0,616509,4379,00:00.0,1927,1048,Yes,Yes,No,1,Yes,1,No,No,2,64,F,B-,D,B-
63050110,2327 Ward St,94705,Berkeley,CA,37.860508,-122.260821,985000,2,2,1442,SINGLE_FAMILY,8,1032600,4800,53:24.0,143745,286533.7061,,1925,683,Yes,Yes,Yes,1,Yes,0,No,No,0,64,F,B-,D,B-
24841144,1505 Keoncrest Dr,94702,Berkeley,CA,37.878499,-122.283599,899000,1,2,1040,SINGLE_FAMILY,8,899000,3770,18:20.0,190255,2346,,1943,864,Yes,Yes,Yes,1,Yes,1,No,No,2,64,F,B-,D,B-
2068484215,1111 Hearst Ave,94702,Berkeley,CA,37.870907,-122.291941,1275000,3,3,2334,SINGLE_FAMILY,8,1275000,4500,33:14.0,514005,13535,,2002,546,Yes,Yes,Yes,0,Yes,1,No,Yes,3,64,F,B-,D,B-
24844334,1396 Summit Rd,94708,Berkeley,CA,37.884565,-122.247104,895000,3,4,2040,SINGLE_FAMILY,8,895000,5782,48:09.0,119399,7785,,1960,439,Yes,Yes,Yes,0,Yes,1,No,Yes,2,64,F,B-,D,B-
24837343,1905 Grant St,94703,Berkeley,CA,37.872829,-122.275152,1400000,2,3,1258,SINGLE_FAMILY,9,1400000,4500,58:09.0,339794,3500,,1917,1113,Yes,Yes,No,1,Yes,1,No,No,1,64,F,B-,D,B-
299073824,1646 Berkeley Way,94703,Berkeley,CA,37.871602,-122.27777,2750000,2,3,1120,MULTI_FAMILY,9,2750000,3043,00:00.0,401078,6250,,1964,863.244668,No,Yes,No,0,No,0,No,No,0,64,F,B-,D,B-
24845373,797 San Diego Rd,94707,Berkeley,CA,37.895078,-122.272152,1995000,4,4,3088,SINGLE_FAMILY,9,2562600,6346,53:10.0,1516787,6649,00:00.0,1932,646,Yes,Yes,No,2,Yes,1,No,No,0,64,F,B-,D,B-
24850332,25 Plaza Dr,94705,Berkeley,CA,37.855174,-122.245239,1995000,2,3,2405,SINGLE_FAMILY,9,1995000,4500,18:10.0,94227,5419,,1920,830,Yes,Yes,No,0,Yes,1,No,No,0,64,F,B-,D,B-
24847172,1921 Capistrano Ave,94707,Berkeley,CA,37.895756,-122.277734,1975000,3,4,2199,SINGLE_FAMILY,9,2489300,6156,03:26.0,1397814,13100,00:00.0,1921,898,Yes,Yes,No,1,Yes,1,No,Yes,2,64,F,B-,D,B-
2078675173,"1 bed 1 bath Plan, Bloom Berkeley",94702,Berkeley,CA,37.856005,-122.287659,729000,1,1,695,CONDO,10,729000,2749,16:00.0,514005,286533.7061,,2021,1049,No,Yes,No,1,No,0,No,No,0,64,F,B-,D,B-
152916222,2040 Ashby Ave,94703,Berkeley,CA,37.854949,-122.267206,3000000,2,3,1120,MULTI_FAMILY,10,1316100,1900,00:00.0,305978,5000,,1896,863.244668,No,No,No,0,No,0,No,No,0,64,F,B-,D,B-
2078550931,"2 bed 2 bath Plan, Bloom Berkeley",94702,Berkeley,CA,37.856005,-122.287659,979000,2,2,892,SINGLE_FAMILY,11,979000,2749,16:00.0,514005,286533.7061,,2021,1098,No,Yes,No,1,No,0,No,No,0,64,F,B-,D,B-
2078675174,"3 bed 2 bath Plan, Bloom Berkeley",94702,Berkeley,CA,37.856005,-122.287659,1169000,3,3,1690,CONDO,12,1169000,2749,16:00.0,514005,286533.7061,,2021,692,No,Yes,No,1,No,0,No,No,0,64,F,B-,D,B-
24841612,971 Jones St,94710,Berkeley,CA,37.876003,-122.297466,958000,2,3,1140,SINGLE_FAMILY,12,1200700,3628,23:13.0,517488,4200,00:00.0,1926,840,Yes,Yes,Yes,1,Yes,0,No,Yes,1,64,F,B-,D,B-
24833038,1440 Parker St,94702,Berkeley,CA,37.860142,-122.280968,1395000,3,4,2013,SINGLE_FAMILY,13,1395000,5000,10:00.0,1031376,5320,00:00.0,1924,693,Yes,Yes,Yes,3,Yes,1,No,Yes,1,64,F,B-,D,B-
58877714,1828 Delaware St APT 4,94703,Berkeley,CA,37.873807,-122.274223,679000,1,2,727,CONDO,13,756600,2813,33:13.0,594580,286533.7061,00:00.0,1944,934,Yes,Yes,No,0,Yes,1,No,No,1,64,F,B-,D,B-
89033685,1450 4th St APT 11,94710,Berkeley,CA,37.875306,-122.302897,699950,2,1,1452,CONDO,14,847600,2693,58:25.0,505740,286533.7061,00:00.0,1992,482,Yes,Yes,No,0,Yes,0,No,Yes,0,64,F,B-,D,B-
24829493,2737 Ashby Pl,94705,Berkeley,CA,37.857923,-122.251829,850000,4,3,2576,MULTI_FAMILY,14,850000,4031,44:41.0,134772,5220,,1912,330,Yes,Yes,No,2,No,0,No,Yes,0,64,F,B-,D,B-
2094290632,2628 Telegraph Ave APT 501,94704,Berkeley,CA,37.862202,-122.259056,869000,2,2,826,CONDO,15,1107400,3146,48:07.0,514005,286533.7061,00:00.0,2007,1052,Yes,Yes,No,1,Yes,0,No,Yes,0,64,F,B-,D,B-
24830088,3010 Shattuck Ave,94705,Berkeley,CA,37.854765,-122.266724,989000,2,3,1714,SINGLE_FAMILY,15,1139400,4817,33:07.0,820221,2600,00:00.0,1905,577,Yes,Yes,No,0,Yes,0,No,Yes,2,64,F,B-,D,B-
299072748,2805 Fulton St,94705,Berkeley,CA,37.858677,-122.263855,1095000,2,4,1723,SINGLE_FAMILY,15,1759100,5288,00:08.0,735866,2790,00:00.0,1905,636,Yes,Yes,No,0,Yes,1,No,No,2,64,F,B-,D,B-
299073891,840 Delaware St,94710,Berkeley,CA,37.870478,-122.297693,1395000,3,2,1946,SINGLE_FAMILY,15,1395000,4470,43:04.0,985100,3300,00:00.0,1906,717,Yes,Yes,No,0,Yes,0,No,Yes,1,64,F,B-,D,B-
24845692,1053 Oxford St,94707,Berkeley,CA,37.888972,-122.267449,1149000,2,3,1756,SINGLE_FAMILY,15,1149000,5073,38:13.0,100342,5000,,1914,654,Yes,Yes,No,0,Yes,1,No,No,2,64,F,B-,D,B-
24844355,1433 Grizzly Peak Blvd,94708,Berkeley,CA,37.883859,-122.247718,1499000,4,4,2705,SINGLE_FAMILY,16,1499000,6928,23:09.0,594870,5398,,1964,554,Yes,Yes,No,2,Yes,2,No,Yes,0,64,F,B-,D,B-
24848955,1009 Keith Ave,94708,Berkeley,CA,37.890294,-122.266375,1999990,2,3,2066,SINGLE_FAMILY,17,1999990,5699,48:24.0,1356009,7850,00:00.0,1926,968,Yes,Yes,No,1,Yes,1,No,No,3,64,F,B-,D,B-
2068584813,1341B Addison St,94702,Berkeley,CA,37.869296,-122.285105,995000,2,3,1654,MULTI_FAMILY,17,995000,2250,18:20.0,514005,8534,,1925,602,Yes,Yes,No,10,No,0,No,No,0,64,F,B-,D,B-
15515579,2 Hillview Ct,94010,Burlingame,CA,37.573225,-122.384808,3495000,4,4,2945,SINGLE_FAMILY,0,3103900,7716,54:00.0,1410704,9975,00:00.0,1953,1187,Yes,Yes,No,2,Yes,0,No,No,0,82,D+,A,B,A+
15631764,777 Morrell Ave APT 111,94010,Burlingame,CA,37.586575,-122.3512,639000,1,1,880,CONDO,0,656270,2594,15:00.0,364609,871,00:00.0,1982,726,Yes,Yes,Yes,1,Yes,0,No,Yes,0,82,D+,A,B,A+
15518929,17 Stanley Rd,94010,Burlingame,CA,37.58132,-122.334632,2595000,3,3,1440,SINGLE_FAMILY,0,2396600,4970,48:00.0,1160396,5749,00:00.0,1930,1802,Yes,Yes,No,0,No,0,No,No,0,82,D+,A,B,A+
15518321,345 Lexington Way,94010,Burlingame,CA,37.585625,-122.339327,2100000,2,2,1339,SINGLE_FAMILY,0,1896900,3862,24:00.0,112970,7200,,1939,1568,Yes,Yes,No,0,Yes,0,No,No,0,82,D+,A,B,A+
15518573,211 Burlingame Ave,94010,Burlingame,CA,37.585463,-122.336724,2100000,2,3,1780,SINGLE_FAMILY,0,2162800,4329,15:00.0,281440,7139,00:00.0,1914,1180,Yes,Yes,No,0,Yes,0,No,No,0,82,D+,A,B,A+
15514194,916 Linden Ave,94010,Burlingame,CA,37.586637,-122.355256,2495000,2,3,1845,SINGLE_FAMILY,0,2476800,5406,58:00.0,1796130,7601,00:00.0,1940,1352,Yes,Yes,Yes,1,Yes,0,No,No,0,82,D+,A,B,A+
15513584,1112 Balboa Ave,94010,Burlingame,CA,37.582787,-122.365091,2695000,2,4,1860,SINGLE_FAMILY,1,2883000,5994,34:00.0,587913,5998,00:00.0,1921,1449,Yes,Yes,No,0,Yes,0,No,No,0,82,D+,A,B,A+
119689185,1838 Ogden Dr APT 210,94010,Burlingame,CA,37.592911,-122.386948,1378000,2,2,1190,CONDO,1,1464125,3875,22:00.0,1261413,1263,00:00.0,2012,1158,Yes,Yes,Yes,1,Yes,0,No,Yes,0,82,D+,A,B,A+
15629423,1515 Floribunda Ave APT 109,94010,Burlingame,CA,37.578503,-122.354166,799000,1,2,1004,CONDO,4,827700,3126,14:00.0,853041,1045,00:00.0,1977,796,No,Yes,No,1,Yes,0,No,No,0,82,D+,A,B,A+
15512977,1415 Drake Ave,94010,Burlingame,CA,37.584832,-122.375157,3595000,3,4,2850,SINGLE_FAMILY,6,3734480,8750,38:00.0,2958308,5998,00:00.0,1917,1261,Yes,Yes,Yes,1,Yes,0,No,No,0,82,D+,A,B,A+
15514192,908 Linden Ave,94010,Burlingame,CA,37.586363,-122.354956,1749000,2,3,1370,SINGLE_FAMILY,7,1875600,4820,11:00.0,551105,5270,,1940,1277,Yes,Yes,No,1,Yes,0,No,No,0,82,D+,A,B,A+
15511596,2550 Hayward Dr,94010,Burlingame,CA,37.584363,-122.387388,3680000,4,4,2970,SINGLE_FAMILY,9,3958100,7632,57:00.0,1914658,9718,00:00.0,1953,1239,Yes,Yes,No,1,Yes,0,No,No,0,82,D+,A,B,A+
15512039,1557 Albemarle Way,94010,Burlingame,CA,37.59006,-122.377994,2880000,3,4,2060,SINGLE_FAMILY,10,3097206,6219,44:00.0,1801298,5501,00:00.0,1947,1398,Yes,Yes,Yes,1,Yes,0,No,No,0,82,D+,A,B,A+
15515117,1416 De Soto Ave,94010,Burlingame,CA,37.58332,-122.376834,3995000,3,4,3033,SINGLE_FAMILY,14,4162308,7334,32:00.0,1322704,6098,00:00.0,1927,1317,Yes,Yes,Yes,1,Yes,0,No,No,0,82,D+,A,B,A+
15517310,1344 Edgehill Dr,94010,Burlingame,CA,37.582468,-122.359695,1998000,3,3,1530,SINGLE_FAMILY,17,2168113,5400,04:00.0,1554691,5318,00:00.0,1925,1306,Yes,Yes,Yes,1,Yes,0,No,No,0,82,D+,A,B,A+
15517477,1038 Morrell Ave,94010,Burlingame,CA,37.584971,-122.355243,1998000,3,4,1805,SINGLE_FAMILY,21,2176300,5499,08:00.0,1310176,5641,00:00.0,1914,1107,Yes,Yes,No,2,Yes,0,No,No,0,82,D+,A,B,A+
82959222,20 Highland Ave,94010,Burlingame,CA,37.576875,-122.341321,6250000,2,3,8463,MULTI_FAMILY,30,6250000,6679,02:00.0,3637296,10001,00:00.0,1924,739,Yes,Yes,No,1,Yes,0,No,Yes,0,82,D+,A,B,A+
2105858261,852 Edgehill Dr,94010,Burlingame,CA,37.584104,-122.356103,3990000,2,3,7400,MULTI_FAMILY,30,2946600,1857,02:00.0,514005,4499,,1959,539,Yes,Yes,Yes,1,Yes,0,No,Yes,0,82,D+,A,B,A+
15513985,1044 Paloma Ave,94010,Burlingame,CA,37.584682,-122.362674,2100000,2,3,1250,MULTI_FAMILY,34,2293200,2322,58:00.0,353633,4351,,1929,1680,No,Yes,No,0,No,0,No,No,0,82,D+,A,B,A+
15515538,160 Tiptoe Ln,94010,Burlingame,CA,37.571785,-122.391774,4899000,8,6,4546,SINGLE_FAMILY,35,4911127,10789,28:00.0,3359457,10062,,2020,1078,Yes,Yes,No,1,No,0,No,No,0,82,D+,A,B,A+
15632136,1500 Willow Ave APT 302,94010,Burlingame,CA,37.579536,-122.35849,898000,2,2,1032,CONDO,35,939500,3098,24:00.0,906114,15420,00:00.0,1981,870,No,Yes,No,1,No,0,No,No,0,82,D+,A,B,A+
15515224,2515 Poppy Dr,94010,Burlingame,CA,37.581764,-122.380517,5280000,5,4,3522,SINGLE_FAMILY,37,5483230,12073,12:00.0,1869179,6433,00:00.0,1926,1499,No,Yes,Yes,1,No,0,No,No,0,82,D+,A,B,A+
